"wavelength","throughput","filter","lambda_c"
0.789549987792969,0.011765713628895,"F090W",0.902
0.790549987792969,0.024823098387658,"F090W",0.902
0.791549987792969,0.046606412171543,"F090W",0.902
0.792549987792969,0.07676213322798,"F090W",0.902
0.793549987792969,0.113555630229702,"F090W",0.902
0.794549987792969,0.14991750349069,"F090W",0.902
0.795549987792969,0.182492090785765,"F090W",0.902
0.796549987792969,0.209936100574046,"F090W",0.902
0.797549987792969,0.230260238693122,"F090W",0.902
0.798549987792969,0.244723232409995,"F090W",0.902
0.799549987792969,0.253997284396368,"F090W",0.902
0.800549987792969,0.260478662395552,"F090W",0.902
0.801549987792969,0.263604676151172,"F090W",0.902
0.802549987792969,0.264508782660053,"F090W",0.902
0.803549987792969,0.265008960678145,"F090W",0.902
0.804549987792969,0.266155493237727,"F090W",0.902
0.805549987792969,0.266990404738158,"F090W",0.902
0.806549987792969,0.266214912130992,"F090W",0.902
0.807549987792969,0.262932457631743,"F090W",0.902
0.808549987792969,0.258466306107475,"F090W",0.902
0.809549987792969,0.255110351743011,"F090W",0.902
0.810549987792969,0.254502322400779,"F090W",0.902
0.811549987792969,0.256418760014509,"F090W",0.902
0.812549987792969,0.259612695923731,"F090W",0.902
0.813549987792969,0.261720932570558,"F090W",0.902
0.814549987792969,0.263964835256131,"F090W",0.902
0.815549987792969,0.263263921462343,"F090W",0.902
0.816549987792969,0.26298058856621,"F090W",0.902
0.817549987792969,0.264772504439792,"F090W",0.902
0.818549987792969,0.269241742747838,"F090W",0.902
0.819549987792969,0.273941982751153,"F090W",0.902
0.820549987792969,0.280354950895013,"F090W",0.902
0.821549987792969,0.285072585832633,"F090W",0.902
0.822549987792969,0.287334914644678,"F090W",0.902
0.823549987792969,0.28806897683935,"F090W",0.902
0.824549987792969,0.287437889269612,"F090W",0.902
0.825549987792969,0.284282720816001,"F090W",0.902
0.826549987792969,0.281150213967146,"F090W",0.902
0.827549987792969,0.279423846636458,"F090W",0.902
0.828549987792969,0.279288174347898,"F090W",0.902
0.829549987792969,0.280404276254154,"F090W",0.902
0.830549987792969,0.281255077038218,"F090W",0.902
0.831549987792969,0.281790065285481,"F090W",0.902
0.832549987792969,0.281178852392538,"F090W",0.902
0.833549987792969,0.279495811762891,"F090W",0.902
0.834549987792969,0.27736113627683,"F090W",0.902
0.835549987792969,0.277404144265268,"F090W",0.902
0.836549987792969,0.278345438676507,"F090W",0.902
0.837549987792969,0.280403254854251,"F090W",0.902
0.838549987792969,0.282879225785535,"F090W",0.902
0.839549987792969,0.284863576210518,"F090W",0.902
0.840549987792969,0.286844562037963,"F090W",0.902
0.841549987792969,0.288477881701307,"F090W",0.902
0.842549987792969,0.289967293726137,"F090W",0.902
0.843549987792969,0.291289699200103,"F090W",0.902
0.844549987792969,0.292678800520262,"F090W",0.902
0.845549987792969,0.292785768804086,"F090W",0.902
0.846549987792969,0.292998112538044,"F090W",0.902
0.847549987792969,0.29179153356237,"F090W",0.902
0.848549987792969,0.291524355015797,"F090W",0.902
0.849549987792969,0.292591742756942,"F090W",0.902
0.850549987792969,0.293558922018675,"F090W",0.902
0.851549987792969,0.295614124047874,"F090W",0.902
0.852549987792969,0.295131268179453,"F090W",0.902
0.853549987792969,0.294403288052531,"F090W",0.902
0.854549987792969,0.293834238979656,"F090W",0.902
0.855549987792969,0.292157943682892,"F090W",0.902
0.856549987792969,0.292008436480939,"F090W",0.902
0.857549987792969,0.29188917007864,"F090W",0.902
0.858549987792969,0.292783500355794,"F090W",0.902
0.859549987792969,0.292238118090143,"F090W",0.902
0.860549987792969,0.293462775014219,"F090W",0.902
0.861549987792969,0.293580629395356,"F090W",0.902
0.862549987792969,0.292064726861945,"F090W",0.902
0.863549987792969,0.291741530315588,"F090W",0.902
0.864549987792969,0.293711799000268,"F090W",0.902
0.865549987792969,0.294742172462563,"F090W",0.902
0.866549987792969,0.298984952416839,"F090W",0.902
0.867549987792969,0.300696665753856,"F090W",0.902
0.868549987792969,0.301455347154986,"F090W",0.902
0.869549987792969,0.303401434832886,"F090W",0.902
0.870549987792969,0.306033443024765,"F090W",0.902
0.871549987792969,0.304865379472177,"F090W",0.902
0.872549987792969,0.307296457955865,"F090W",0.902
0.873549987792969,0.307534664970041,"F090W",0.902
0.874549987792969,0.307671529218947,"F090W",0.902
0.875549987792969,0.304442188289478,"F090W",0.902
0.876549987792969,0.303654595949856,"F090W",0.902
0.877549987792969,0.305435156529044,"F090W",0.902
0.878549987792969,0.30380485997175,"F090W",0.902
0.879549987792969,0.300246507031102,"F090W",0.902
0.880549987792969,0.302683269402992,"F090W",0.902
0.881549987792969,0.300496762453443,"F090W",0.902
0.882549987792969,0.300647917835413,"F090W",0.902
0.883549987792969,0.299666653512011,"F090W",0.902
0.884549987792969,0.299908527745333,"F090W",0.902
0.885549987792969,0.294039286104142,"F090W",0.902
0.886549987792969,0.290771519500226,"F090W",0.902
0.887549987792969,0.295548770940484,"F090W",0.902
0.888549987792969,0.302142064930017,"F090W",0.902
0.889549987792969,0.300028419979285,"F090W",0.902
0.890549987792969,0.301338545407594,"F090W",0.902
0.891549987792969,0.308138080196944,"F090W",0.902
0.892549987792969,0.310810440346582,"F090W",0.902
0.893549987792969,0.311766012369264,"F090W",0.902
0.894549987792969,0.312790265010587,"F090W",0.902
0.895549987792969,0.313314071775038,"F090W",0.902
0.896549987792969,0.312023246509365,"F090W",0.902
0.897549987792969,0.310703518567771,"F090W",0.902
0.898549987792969,0.309368144484536,"F090W",0.902
0.899549987792969,0.308312543867407,"F090W",0.902
0.900549987792969,0.307250826711357,"F090W",0.902
0.901549987792969,0.305339500689087,"F090W",0.902
0.902549987792969,0.30422274347233,"F090W",0.902
0.903549987792969,0.301658409007236,"F090W",0.902
0.904549987792969,0.29995703546924,"F090W",0.902
0.905549987792969,0.300406250590367,"F090W",0.902
0.906549987792969,0.298861965522641,"F090W",0.902
0.907549987792969,0.297654324244603,"F090W",0.902
0.908549987792969,0.299153664633095,"F090W",0.902
0.909549987792969,0.300150187491491,"F090W",0.902
0.910549987792969,0.302737869597753,"F090W",0.902
0.911549987792969,0.304751417441421,"F090W",0.902
0.912549987792969,0.307418757492356,"F090W",0.902
0.913549987792969,0.311408082376395,"F090W",0.902
0.914549987792969,0.313783609204632,"F090W",0.902
0.915549987792969,0.316998986645104,"F090W",0.902
0.916549987792969,0.321642573538104,"F090W",0.902
0.917549987792969,0.323085002356043,"F090W",0.902
0.918549987792969,0.325824303825036,"F090W",0.902
0.919549987792969,0.326516226203963,"F090W",0.902
0.920549987792969,0.326414186539339,"F090W",0.902
0.921549987792969,0.327392796340218,"F090W",0.902
0.922549987792969,0.326662009270367,"F090W",0.902
0.923549987792969,0.325948418783657,"F090W",0.902
0.924549987792969,0.323294194846141,"F090W",0.902
0.925549987792969,0.322599978641658,"F090W",0.902
0.926549987792969,0.321160589086353,"F090W",0.902
0.927549987792969,0.319205662648237,"F090W",0.902
0.928549987792969,0.317458415366157,"F090W",0.902
0.929549987792969,0.317041204670412,"F090W",0.902
0.930549987792969,0.316077601785823,"F090W",0.902
0.931549987792969,0.315869848239413,"F090W",0.902
0.932549987792969,0.315561895673622,"F090W",0.902
0.933549987792969,0.314922351561055,"F090W",0.902
0.934549987792969,0.314718461644867,"F090W",0.902
0.935549987792969,0.314136521214381,"F090W",0.902
0.936549987792969,0.313743678436698,"F090W",0.902
0.937549987792969,0.313920711627469,"F090W",0.902
0.938549987792969,0.313279122467717,"F090W",0.902
0.939549987792969,0.313783388206624,"F090W",0.902
0.940549987792969,0.315218852292534,"F090W",0.902
0.941549987792969,0.3159189826807,"F090W",0.902
0.942549987792969,0.318098245683151,"F090W",0.902
0.943549987792969,0.319890794918861,"F090W",0.902
0.944549987792969,0.322619652548467,"F090W",0.902
0.945549987792969,0.324047622824589,"F090W",0.902
0.946549987792969,0.325536495304725,"F090W",0.902
0.947549987792969,0.324983976038232,"F090W",0.902
0.948549987792969,0.324463674517858,"F090W",0.902
0.949549987792969,0.324112386406078,"F090W",0.902
0.950549987792969,0.322822415004332,"F090W",0.902
0.951549987792969,0.323008064987939,"F090W",0.902
0.952549987792969,0.32028857322946,"F090W",0.902
0.953549987792969,0.319774629299823,"F090W",0.902
0.954549987792969,0.318003382721423,"F090W",0.902
0.955549987792969,0.317190276036951,"F090W",0.902
0.956549987792969,0.315831124417978,"F090W",0.902
0.957549987792969,0.314485438564157,"F090W",0.902
0.958549987792969,0.315202862140909,"F090W",0.902
0.959549987792969,0.315996092647215,"F090W",0.902
0.960549987792969,0.317059821050614,"F090W",0.902
0.961549987792969,0.318597994536952,"F090W",0.902
0.962549987792969,0.320950433049905,"F090W",0.902
0.963549987792969,0.323344587329591,"F090W",0.902
0.964549987792969,0.325948128792652,"F090W",0.902
0.965549987792969,0.327739191883428,"F090W",0.902
0.966549987792969,0.329276985041284,"F090W",0.902
0.967549987792969,0.330651345933118,"F090W",0.902
0.968549987792969,0.33164412669443,"F090W",0.902
0.969549987792969,0.332907471931409,"F090W",0.902
0.970549987792969,0.331818024666964,"F090W",0.902
0.971549987792969,0.331554791491752,"F090W",0.902
0.972549987792969,0.330986132586008,"F090W",0.902
0.973549987792969,0.330226795470906,"F090W",0.902
0.974549987792969,0.327868033676522,"F090W",0.902
0.975549987792969,0.328418502222262,"F090W",0.902
0.976549987792969,0.325876362391975,"F090W",0.902
0.977549987792969,0.324430987388784,"F090W",0.902
0.978549987792969,0.322586128031319,"F090W",0.902
0.979549987792969,0.320881159772942,"F090W",0.902
0.980549987792969,0.318577854500845,"F090W",0.902
0.981549987792969,0.31940099318526,"F090W",0.902
0.982549987792969,0.319911129830127,"F090W",0.902
0.983549987792969,0.321433648477068,"F090W",0.902
0.984549987792969,0.323590779259959,"F090W",0.902
0.985549987792969,0.327051179316339,"F090W",0.902
0.986549987792969,0.328716428818099,"F090W",0.902
0.987549987792969,0.331192437185567,"F090W",0.902
0.988549987792969,0.332395054003237,"F090W",0.902
0.989549987792969,0.333330570771115,"F090W",0.902
0.990549987792969,0.333294339938933,"F090W",0.902
0.991549987792969,0.332432046526748,"F090W",0.902
0.992549987792969,0.332131153030118,"F090W",0.902
0.993549987792969,0.330482527198893,"F090W",0.902
0.994549987792969,0.329119626411396,"F090W",0.902
0.995549987792969,0.329925798045306,"F090W",0.902
0.996549987792969,0.329000534888287,"F090W",0.902
0.997549987792969,0.328369896100095,"F090W",0.902
0.998549987792969,0.325693533765937,"F090W",0.902
0.999549987792969,0.320979222669863,"F090W",0.902
1.00054998779297,0.310135667753731,"F090W",0.902
1.00154998779297,0.29151276152111,"F090W",0.902
1.00254998779297,0.262516492926858,"F090W",0.902
1.00354998779297,0.224603942978493,"F090W",0.902
1.00454998779297,0.186174804301043,"F090W",0.902
1.00554998779297,0.150705297839296,"F090W",0.902
1.00654998779297,0.124074396973891,"F090W",0.902
1.00754998779297,0.100038010959546,"F090W",0.902
1.00854998779297,0.0828969206199709,"F090W",0.902
1.00954998779297,0.0674227056669038,"F090W",0.902
1.01054998779297,0.0574610121367236,"F090W",0.902
1.01154998779297,0.0479901323731306,"F090W",0.902
1.01254998779297,0.0418251780327361,"F090W",0.902
1.01354998779297,0.0354682419186164,"F090W",0.902
1.01454998779297,0.0312560388701475,"F090W",0.902
1.01554998779297,0.0266457488831616,"F090W",0.902
1.01654998779297,0.0235618440149708,"F090W",0.902
1.01754998779297,0.0199740005665367,"F090W",0.902
1.01854998779297,0.0168160802891481,"F090W",0.902
1.01954998779297,0.0135434466620115,"F090W",0.902
1.02054998779297,0.0104784621620461,"F090W",0.902
1.02154998779297,0.00782172556218323,"F090W",0.902
1.02254998779297,0.00564715927401252,"F090W",0.902
1.02354998779297,0.00417230425210067,"F090W",0.902
1.02455004882812,0.00292809962310531,"F090W",0.902
1.02555004882813,0.00207598239076261,"F090W",0.902
1.02655004882812,0.00145392333436328,"F090W",0.902
1.02755004882813,0.00104252554754127,"F090W",0.902
1.02855004882812,0.00075677897006092,"F090W",0.902
1.02955004882813,0.000540932111417842,"F090W",0.902
1.03055004882812,0.000414820968162049,"F090W",0.902
1.03155004882813,0.000306950465938233,"F090W",0.902
1.03255004882812,0.000232544176992775,"F090W",0.902
1.03355004882813,0.000176154041932991,"F090W",0.902
1.03455004882812,0.000136638572019926,"F090W",0.902
1.03555004882813,0.000104845943214215,"F090W",0.902
1.03655004882812,8.32082724790062e-05,"F090W",0.902
1.03755004882813,6.67628051262852e-05,"F090W",0.902
1.03855004882812,5.22525885782258e-05,"F090W",0.902
1.03955004882813,4.31204949662458e-05,"F090W",0.902
1.04055004882812,3.4937604961853e-05,"F090W",0.902
1.04155004882813,2.85603435124474e-05,"F090W",0.902
1.04255004882812,2.3460075962686e-05,"F090W",0.902
1.04355004882813,1.95666949243249e-05,"F090W",0.902
1.04455004882812,1.68029492398454e-05,"F090W",0.902
1.04555004882813,1.39621498224043e-05,"F090W",0.902
1.04655004882812,1.21448179771096e-05,"F090W",0.902
1.04755004882813,1.08681000227889e-05,"F090W",0.902
1.04855004882812,9.00329155939824e-06,"F090W",0.902
1.04955004882813,8.5062274442794e-06,"F090W",0.902
1.05055004882812,7.51605998349408e-06,"F090W",0.902
1.05155004882813,6.72098541691023e-06,"F090W",0.902
1.05255004882812,6.03558429583154e-06,"F090W",0.902
1.05355004882813,5.51568739873994e-06,"F090W",0.902
1.05455004882812,4.31447905265695e-06,"F090W",0.902
1.05555004882813,4.95210459101869e-06,"F090W",0.902
1.05655004882812,5.0486677906186e-06,"F090W",0.902
1.05755004882813,4.2715416960853e-06,"F090W",0.902
1.05855004882812,4.33790960712589e-06,"F090W",0.902
1.05955004882813,3.88578964601568e-06,"F090W",0.902
1.06055004882812,3.66265235993204e-06,"F090W",0.902
1.06155004882813,3.62304346408121e-06,"F090W",0.902
1.06255004882812,3.60922538037733e-06,"F090W",0.902
1.06355004882813,2.88196937189594e-06,"F090W",0.902
1.06455004882812,3.22801905245039e-06,"F090W",0.902
1.06555004882813,2.7973459760632e-06,"F090W",0.902
1.06655004882812,3.81047237724206e-06,"F090W",0.902
1.06755004882813,2.9401228720404e-06,"F090W",0.902
1.06855004882812,3.43577513897132e-06,"F090W",0.902
1.06955004882813,2.95184459726588e-06,"F090W",0.902
1.07055004882812,3.15345526002915e-06,"F090W",0.902
1.07155004882812,0,"F090W",0.902
1.07255004882812,0,"F090W",0.902
NA,NA,"F090W",0.902
0.968200012207031,0,"F115W",1.154
0.969200012207031,0,"F115W",1.154
0.970200012207031,5.07765530474689e-06,"F115W",1.154
0.971200012207031,6.0275387949258e-06,"F115W",1.154
0.972200012207031,7.00210670420976e-06,"F115W",1.154
0.973200012207031,7.97983397591681e-06,"F115W",1.154
0.974200012207031,8.8802555968917e-06,"F115W",1.154
0.975200012207031,9.76296192796264e-06,"F115W",1.154
0.976200012207031,1.06687348643092e-05,"F115W",1.154
0.977200012207031,1.17823619501738e-05,"F115W",1.154
0.978200012207031,1.32102134732799e-05,"F115W",1.154
0.979200012207031,1.51663138515154e-05,"F115W",1.154
0.980200012207031,1.77844154993983e-05,"F115W",1.154
0.981200012207031,2.13219631842984e-05,"F115W",1.154
0.982200012207031,2.61159124185206e-05,"F115W",1.154
0.983200012207031,3.24877848038136e-05,"F115W",1.154
0.984200012207031,4.07149429967922e-05,"F115W",1.154
0.985200012207031,5.1211044498137e-05,"F115W",1.154
0.986200012207031,6.40192579997489e-05,"F115W",1.154
0.987200012207031,7.93403213971491e-05,"F115W",1.154
0.988200012207031,9.72336707861227e-05,"F115W",1.154
0.989200012207031,0.000117697618799495,"F115W",1.154
0.990200012207031,0.000140945265406842,"F115W",1.154
0.991200012207031,0.000166825985902432,"F115W",1.154
0.992200012207031,0.000196030014332733,"F115W",1.154
0.993200012207031,0.000229386236295771,"F115W",1.154
0.994200012207031,0.000268403627113477,"F115W",1.154
0.995200012207031,0.000314900970965082,"F115W",1.154
0.996200012207031,0.000372637920129184,"F115W",1.154
0.997200012207031,0.000446563243288453,"F115W",1.154
0.998200012207031,0.0131885126923323,"F115W",1.154
0.999200012207031,0.0274459670441664,"F115W",1.154
1.00020001220703,0.0434234839591936,"F115W",1.154
1.00120001220703,0.0483892369128105,"F115W",1.154
1.00220001220703,0.0542992601924673,"F115W",1.154
1.00320001220703,0.0603449688782301,"F115W",1.154
1.00420001220703,0.0678671420340073,"F115W",1.154
1.00520001220703,0.0761856294265829,"F115W",1.154
1.00620001220703,0.0869924133005681,"F115W",1.154
1.00720001220703,0.0991492552351898,"F115W",1.154
1.00820001220703,0.112929667637537,"F115W",1.154
1.00920001220703,0.12827174061152,"F115W",1.154
1.01020001220703,0.14459884753237,"F115W",1.154
1.01120001220703,0.162430108000329,"F115W",1.154
1.01220001220703,0.18032001985626,"F115W",1.154
1.01320001220703,0.198657445283069,"F115W",1.154
1.01420001220703,0.214971569369632,"F115W",1.154
1.01520001220703,0.229025977130875,"F115W",1.154
1.01620001220703,0.239137172559239,"F115W",1.154
1.01720001220703,0.246311048482271,"F115W",1.154
1.01820001220703,0.249873116184195,"F115W",1.154
1.01920001220703,0.251675407472747,"F115W",1.154
1.02020001220703,0.251691363176749,"F115W",1.154
1.02120001220703,0.251982587067885,"F115W",1.154
1.02220001220703,0.251413410692433,"F115W",1.154
1.02320001220703,0.251296115034287,"F115W",1.154
1.02419995117187,0.250690387561221,"F115W",1.154
1.02519995117188,0.251086809600512,"F115W",1.154
1.02619995117187,0.251319223296578,"F115W",1.154
1.02719995117188,0.252302432561046,"F115W",1.154
1.02819995117187,0.253409091335672,"F115W",1.154
1.02919995117188,0.254513331450673,"F115W",1.154
1.03019995117187,0.256047218371876,"F115W",1.154
1.03119995117188,0.257517512342049,"F115W",1.154
1.03219995117187,0.259927247630741,"F115W",1.154
1.03319995117188,0.261488945850696,"F115W",1.154
1.03419995117187,0.264128901864937,"F115W",1.154
1.03519995117188,0.266059417871228,"F115W",1.154
1.03619995117187,0.267961634731787,"F115W",1.154
1.03719995117188,0.268326322719582,"F115W",1.154
1.03819995117187,0.270308693710688,"F115W",1.154
1.03919995117188,0.271701608292234,"F115W",1.154
1.04019995117187,0.273634461609227,"F115W",1.154
1.04119995117188,0.273965811417586,"F115W",1.154
1.04219995117187,0.275072778755653,"F115W",1.154
1.04319995117188,0.27549105240834,"F115W",1.154
1.04419995117187,0.276177345384879,"F115W",1.154
1.04519995117188,0.27671033547093,"F115W",1.154
1.04619995117187,0.27794346012276,"F115W",1.154
1.04719995117188,0.278966913264918,"F115W",1.154
1.04819995117187,0.279860461424134,"F115W",1.154
1.04919995117188,0.28062683526105,"F115W",1.154
1.05019995117187,0.281456547661764,"F115W",1.154
1.05119995117188,0.282700549130054,"F115W",1.154
1.05219995117187,0.283630027155073,"F115W",1.154
1.05319995117188,0.284459383360963,"F115W",1.154
1.05419995117187,0.285494268475062,"F115W",1.154
1.05519995117188,0.285668082609014,"F115W",1.154
1.05619995117187,0.285973712631968,"F115W",1.154
1.05719995117188,0.285583495654158,"F115W",1.154
1.05819995117187,0.285841647458723,"F115W",1.154
1.05919995117188,0.285600530569728,"F115W",1.154
1.06019995117187,0.284632792187229,"F115W",1.154
1.06119995117188,0.283716381902191,"F115W",1.154
1.06219995117187,0.282333719309615,"F115W",1.154
1.06319995117188,0.280671590657164,"F115W",1.154
1.06419995117187,0.279230616986668,"F115W",1.154
1.06519995117188,0.277834335041881,"F115W",1.154
1.06619995117187,0.276698707387573,"F115W",1.154
1.06719995117188,0.274438507873739,"F115W",1.154
1.06819995117187,0.272618319973106,"F115W",1.154
1.06919995117188,0.270294607719218,"F115W",1.154
1.07019995117187,0.268006590890115,"F115W",1.154
1.07119995117188,0.266054627669749,"F115W",1.154
1.07219995117187,0.26408055802078,"F115W",1.154
1.07319995117188,0.262754081066585,"F115W",1.154
1.07419995117187,0.260990570768139,"F115W",1.154
1.07519995117188,0.259967782970165,"F115W",1.154
1.07619995117187,0.259383270072662,"F115W",1.154
1.07719995117188,0.258840480471084,"F115W",1.154
1.07819995117187,0.258941210117104,"F115W",1.154
1.07919995117188,0.258428894884302,"F115W",1.154
1.08019995117187,0.258878529643638,"F115W",1.154
1.08119995117188,0.259563240258164,"F115W",1.154
1.08219995117187,0.260591217366131,"F115W",1.154
1.08319995117188,0.261021409716391,"F115W",1.154
1.08419995117187,0.262141131347768,"F115W",1.154
1.08519995117188,0.263065654685252,"F115W",1.154
1.08619995117187,0.264875988000083,"F115W",1.154
1.08719995117188,0.265961855398134,"F115W",1.154
1.08819995117187,0.268112271003345,"F115W",1.154
1.08919995117188,0.269970166985081,"F115W",1.154
1.09019995117187,0.272632081839044,"F115W",1.154
1.09119995117188,0.275019563151974,"F115W",1.154
1.09219995117187,0.277608918354564,"F115W",1.154
1.09319995117188,0.279924568547558,"F115W",1.154
1.09419995117187,0.28231580973042,"F115W",1.154
1.09519995117188,0.284720900653892,"F115W",1.154
1.09619995117187,0.286495846032314,"F115W",1.154
1.09719995117188,0.289244408420321,"F115W",1.154
1.09819995117187,0.2916136898082,"F115W",1.154
1.09919995117188,0.293925722993976,"F115W",1.154
1.10019995117187,0.294676092397274,"F115W",1.154
1.10119995117188,0.295746123715209,"F115W",1.154
1.10219995117187,0.29699082029577,"F115W",1.154
1.10319995117188,0.298381527745006,"F115W",1.154
1.10419995117187,0.298949667648994,"F115W",1.154
1.10519995117188,0.300010445240989,"F115W",1.154
1.10619995117187,0.300448618553358,"F115W",1.154
1.10719995117188,0.300781025400624,"F115W",1.154
1.10819995117187,0.300331719557869,"F115W",1.154
1.10919995117188,0.30005189422119,"F115W",1.154
1.11019995117187,0.300509963735567,"F115W",1.154
1.11119995117188,0.300405734135258,"F115W",1.154
1.11219995117187,0.300587925098443,"F115W",1.154
1.11319995117188,0.300120220589459,"F115W",1.154
1.11419995117187,0.300008456029055,"F115W",1.154
1.11519995117188,0.299528805098109,"F115W",1.154
1.11619995117187,0.298568392534446,"F115W",1.154
1.11719995117188,0.297807636751895,"F115W",1.154
1.11819995117187,0.296870209721889,"F115W",1.154
1.11919995117188,0.29626829070686,"F115W",1.154
1.12019995117187,0.296102720663094,"F115W",1.154
1.12119995117188,0.295293602080136,"F115W",1.154
1.12219995117187,0.294675995878046,"F115W",1.154
1.12319995117188,0.293364940505073,"F115W",1.154
1.12419995117187,0.2933701229905,"F115W",1.154
1.12519995117188,0.2930471282416,"F115W",1.154
1.12619995117187,0.29354118965774,"F115W",1.154
1.12719995117188,0.293766805152411,"F115W",1.154
1.12819995117187,0.294725123836346,"F115W",1.154
1.12919995117188,0.295175401723234,"F115W",1.154
1.13019995117187,0.295761580769045,"F115W",1.154
1.13119995117188,0.296245253827833,"F115W",1.154
1.13219995117187,0.297530360089029,"F115W",1.154
1.13319995117188,0.298374429333666,"F115W",1.154
1.13419995117187,0.299417017634635,"F115W",1.154
1.13519995117188,0.300023436651145,"F115W",1.154
1.13619995117188,0.301249161342578,"F115W",1.154
1.13719995117187,0.30278143750536,"F115W",1.154
1.13819995117188,0.303637007229412,"F115W",1.154
1.13919995117187,0.30526358332093,"F115W",1.154
1.14019995117188,0.306066517743353,"F115W",1.154
1.14119995117187,0.308092780245435,"F115W",1.154
1.14219995117188,0.310360888230993,"F115W",1.154
1.14319995117187,0.31299474029648,"F115W",1.154
1.14419995117188,0.315802966987039,"F115W",1.154
1.14519995117187,0.318130192906044,"F115W",1.154
1.14619995117188,0.319899359134452,"F115W",1.154
1.14719995117187,0.321535205270687,"F115W",1.154
1.14819995117188,0.323065191374965,"F115W",1.154
1.14919995117187,0.32551267468845,"F115W",1.154
1.15019995117188,0.327488166692851,"F115W",1.154
1.15119995117187,0.329522519679483,"F115W",1.154
1.15219995117188,0.331473387746052,"F115W",1.154
1.15319995117187,0.332909883039044,"F115W",1.154
1.15419995117188,0.334564995725035,"F115W",1.154
1.15519995117187,0.336296989941239,"F115W",1.154
1.15619995117188,0.338362791581158,"F115W",1.154
1.15719995117187,0.340481078412241,"F115W",1.154
1.15819995117188,0.342215664620551,"F115W",1.154
1.15919995117187,0.344819194996646,"F115W",1.154
1.16019995117188,0.34578397772312,"F115W",1.154
1.16119995117187,0.3476219175999,"F115W",1.154
1.16219995117188,0.348624125340916,"F115W",1.154
1.16319995117187,0.350623938271844,"F115W",1.154
1.16419995117188,0.351679246266061,"F115W",1.154
1.16519995117187,0.352880566340342,"F115W",1.154
1.16619995117188,0.353936334604636,"F115W",1.154
1.16719995117187,0.355235598741287,"F115W",1.154
1.16819995117188,0.355849183854854,"F115W",1.154
1.16919995117187,0.356576994882952,"F115W",1.154
1.17019995117188,0.357203595373408,"F115W",1.154
1.17119995117187,0.357689480391114,"F115W",1.154
1.17219995117188,0.358339723460214,"F115W",1.154
1.17319995117187,0.358578995107614,"F115W",1.154
1.17419995117188,0.359140789967483,"F115W",1.154
1.17519995117187,0.359557034689593,"F115W",1.154
1.17619995117188,0.359406633238874,"F115W",1.154
1.17719995117187,0.359859715357739,"F115W",1.154
1.17819995117188,0.359590195092574,"F115W",1.154
1.17919995117187,0.359425478095732,"F115W",1.154
1.18019995117188,0.359083157854326,"F115W",1.154
1.18119995117187,0.359490517855533,"F115W",1.154
1.18219995117188,0.360055766925769,"F115W",1.154
1.18319995117187,0.359627128036228,"F115W",1.154
1.18419995117188,0.359038490255019,"F115W",1.154
1.18519995117187,0.358336660423781,"F115W",1.154
1.18619995117188,0.357744637592755,"F115W",1.154
1.18719995117187,0.35628601767665,"F115W",1.154
