region,n_pix,F090W,F115W,F150W,F182M,F200W,F210M,F277W,F335M,F356W,F410M,F444W,F090W_err,F115W_err,F150W_err,F182M_err,F200W_err,F210M_err,F277W_err,F335M_err,F356W_err,F410M_err,F444W_err,F090W_n_eff,F115W_n_eff,F150W_n_eff,F182M_n_eff,F200W_n_eff,F210M_n_eff,F277W_n_eff,F335M_n_eff,F356W_n_eff,F410M_n_eff,F444W_n_eff
11,8,2.0166003404272573e-7,4.816730987617214e-7,8.084964358304177e-7,1.1151930188336232e-6,1.2518586205656228e-6,1.3631832360057152e-6,1.6632021427307651e-6,2.1602404594485573e-6,1.8975154686201978e-6,1.7902065658665763e-6,1.6100891494698311e-6,4.0698391755529987e-10,5.288541829324958e-10,6.927345934460276e-10,7.77628189734259e-10,8.425357456433262e-10,8.914978305725849e-10,1.01955797317131e-9,1.21807445574024e-9,1.1686705230024624e-9,1.1114382474937775e-9,1.0154638717294998e-9,8,8,8,8,8,8,8,8,8,8,8
12,4,2.1884654462967695e-7,5.293994903690424e-7,8.678281879606368e-7,1.227226223978569e-6,1.3326060200050521e-6,1.5088379669500302e-6,1.433748054441582e-6,1.8439228820076187e-6,1.5767916106656143e-6,1.447403144773761e-6,1.2407403945424459e-6,2.877810879372193e-10,3.739563790104386e-10,4.898373285881922e-10,5.498661662029137e-10,5.957627391364601e-10,6.303841614109705e-10,7.209363566422454e-10,8.613087076440368e-10,8.263748517878703e-10,7.859055216729423e-10,7.180413897498757e-10,4,4,4,4,4,4,4,4,4,4,4
13,6,1.68803479337548e-7,4.220990621055354e-7,7.174932490182457e-7,9.403830693426352e-7,1.075663728556812e-6,1.1343635747692977e-6,1.7709125896132208e-6,1.8922014042318313e-6,1.9396928783353446e-6,1.740487098364311e-6,1.587746944149635e-6,3.524584115346012e-10,4.580011573172039e-10,5.999257560045449e-10,6.734457670087736e-10,7.296573593235846e-10,7.720597686945738e-10,8.829631053973275e-10,1.0548834223719515e-9,1.0120983615741787e-9,9.625337570672673e-10,8.794175095430493e-10,6,6,6,6,6,6,6,6,6,6,6
14,6,4.966181366941889e-7,1.2189573667673632e-6,1.948032710291282e-6,2.544275464709724e-6,2.777785815889826e-6,2.9864041325147488e-6,2.7544532772912085e-6,3.1538464733405294e-6,2.80483425114693e-6,2.5469956968191507e-6,2.175327720502037e-6,3.524584115346012e-10,4.580011573172039e-10,5.999257560045449e-10,6.734457670087736e-10,7.296573593235846e-10,7.720597686945738e-10,8.829631053973275e-10,1.0548834223719515e-9,1.0120983615741787e-9,9.625337570672673e-10,8.794175095430493e-10,6,6,6,6,6,6,6,6,6,6,6
15,19,2.591905246725708e-7,5.531187284163353e-7,9.454258370643628e-7,1.3248085486968744e-6,1.5713321495137659e-6,1.7052715528162716e-6,2.6053098774603006e-6,3.0362367917298353e-6,3.217498588638543e-6,3.0242219544230625e-6,2.914074573579709e-6,6.272043400902655e-10,8.150190326994484e-10,1.0675757070449286e-9,1.1984055254753205e-9,1.2984347871114068e-9,1.3738904275995266e-9,1.5712443616639729e-9,1.8771788079059875e-9,1.8010422342133642e-9,1.712841374071485e-9,1.5649349275996053e-9,19,19,19,19,19,19,19,19,19,19,19
16,5,1.0369463742196396e-7,2.427195793457825e-7,4.2632868171303584e-7,5.986987400087149e-7,6.921735310586786e-7,7.498337268772162e-7,9.520125579913523e-7,1.2798783111130692e-6,1.1522985839443126e-6,1.166719226796829e-6,1.0600930976499357e-6,3.217490376332335e-10,4.1809594204350813e-10,5.476547823200495e-10,6.147690630784562e-10,6.660829915852995e-10,7.04790918427065e-10,8.060313504515464e-10,9.629724099522796e-10,9.239151717469958e-10,8.786690851765666e-10,8.027946790695715e-10,5,5,5,5,5,5,5,5,5,5,5
17,8,1.1031630217720995e-7,2.3651836722421924e-7,4.365752428597176e-7,6.358062302760555e-7,7.714016246425301e-7,8.429175149976988e-7,1.4267325305301953e-6,1.7711371802563707e-6,1.835925388279637e-6,1.8188177488573442e-6,1.7301587103356323e-6,4.0698391755529987e-10,5.288541829324958e-10,6.927345934460276e-10,7.77628189734259e-10,8.425357456433262e-10,8.914978305725849e-10,1.01955797317131e-9,1.21807445574024e-9,1.1686705230024624e-9,1.1114382474937775e-9,1.0154638717294998e-9,8,8,8,8,8,8,8,8,8,8,8
18,5,1.4045719922033217e-7,3.2661225379541095e-7,5.796409309131107e-7,8.134762883445971e-7,9.376128363926779e-7,1.0338305902829704e-6,1.2522018432537313e-6,1.6462807273319479e-6,1.5350424766166885e-6,1.4534962654031968e-6,1.3156340980407478e-6,3.217490376332335e-10,4.1809594204350813e-10,5.476547823200495e-10,6.147690630784562e-10,6.660829915852995e-10,7.04790918427065e-10,8.060313504515464e-10,9.629724099522796e-10,9.239151717469958e-10,8.786690851765666e-10,8.027946790695715e-10,5,5,5,5,5,5,5,5,5,5,5
19,7,1.745166310684414e-7,4.4793272913113326e-7,8.675762045669431e-7,1.321763687227102e-6,1.5074021101573186e-6,1.7450471426406194e-6,2.267513370437635e-6,2.7744117735833566e-6,2.692567214878708e-6,2.570850295953768e-6,2.3027714728950204e-6,3.8069859535474606e-10,4.946977900239174e-10,6.479938771602931e-10,7.274045650707095e-10,7.881200240768604e-10,8.339198607637139e-10,9.537091553901752e-10,1.1394043212402794e-9,1.0931911737742823e-9,1.0396552821695442e-9,9.49879474164687e-10,7,7,7,7,7,7,7,7,7,7,7
20,3,4.500731767299862e-8,1.0379142822609975e-7,1.9764436962456706e-7,2.966956901649568e-7,3.534788179510892e-7,3.988584470661647e-7,7.330805777680243e-7,8.628290556934942e-7,9.286976431615902e-7,8.898547934530985e-7,8.284275626288726e-7,2.492257328823554e-10,3.238557241302816e-10,4.242115702792799e-10,4.761980686132795e-10,5.15945666720376e-10,5.459286979252505e-10,6.243491993639827e-10,7.4591522132048e-10,7.156616146968959e-10,6.806141467432297e-10,6.218420844920755e-10,3,3,3,3,3,3,3,3,3,3,3
