"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
11,9,2.31898478294449e-07,3.63319048313582e-07,4.6659270468842e-07,5.3574135247494e-07,5.66068069972521e-07,6.30549812291754e-07,7.42297239266638e-07,7.0950599190797e-07,6.4416622636531e-07,5.94237365701433e-07,5.68659434297467e-07,5.49675869924392e-07,4.69736790637427e-07,1.24132311654846e-07,1.06907335133478e-09,1.28274279013267e-09,1.37389182218954e-09,1.3180542727024e-09,1.54200159735681e-09,1.22584770104024e-09,1.45138302170687e-09,1.35925128226149e-09,1.47645595702309e-09,1.82991532009812e-09,1.34006278733614e-09,2.10766567487891e-09,1.65368372302279e-09,1.06226526160874e-09,9,9,9,9,9,9,9,9,9,9,9,9,9,9
12,182,6.05533775793184e-07,8.6571604728561e-07,1.0002827940885e-06,1.08765764980863e-06,1.1558714372621e-06,1.43326408862851e-06,1.60954178213447e-06,1.66765031516662e-06,1.7990892368533e-06,1.64772294044547e-06,1.67375884294954e-06,1.59925399125246e-06,1.47831726909e-06,4.10306263498098e-07,4.80752933956748e-09,5.76838211426928e-09,6.1782713378099e-09,5.92717476237491e-09,6.93424629067512e-09,5.51252987574172e-09,6.52674248319269e-09,6.11243411049215e-09,6.63949327995637e-09,8.22896911546051e-09,6.0261451274017e-09,9.47798816360789e-09,7.436471039963e-09,4.77691395563385e-09,182,182,182,182,182,182,182,182,182,182,182,182,182,182
13,143,5.18103682089277e-07,7.54190482400177e-07,9.01939392820947e-07,9.85084335644684e-07,1.04989670438914e-06,1.35085062503574e-06,1.5407028078945e-06,1.59440907716202e-06,1.73020640670759e-06,1.60977430820307e-06,1.63720654844698e-06,1.55585240006028e-06,1.47847310184903e-06,3.32272567091446e-07,4.26141929625417e-09,5.1131242502466e-09,5.47645221418572e-09,5.25387888884471e-09,6.14655238915721e-09,4.88633548012352e-09,5.78533887056038e-09,5.41809374955928e-09,5.88528176992914e-09,7.29420151184307e-09,5.34160674103094e-09,8.40133856649558e-09,6.59172704884308e-09,4.23428165888538e-09,143,143,143,143,143,143,143,143,143,143,143,143,143,143
14,79,3.34776109675788e-07,4.97111480744042e-07,6.03311365231197e-07,6.57516292623364e-07,7.03328973041222e-07,9.24365423902771e-07,1.05684828995665e-06,1.09397007464454e-06,1.21409863470861e-06,1.12293499468538e-06,1.14937206982245e-06,1.09536885498068e-06,1.04033253549398e-06,2.18782339234053e-07,3.16737726434487e-09,3.80042243536966e-09,4.07047254132686e-09,3.90504087611747e-09,4.56853666303952e-09,3.63185756428832e-09,4.30005815697387e-09,4.02709655290855e-09,4.37434253154166e-09,5.42154771075213e-09,3.97024619508449e-09,6.24444742834213e-09,4.89942081165895e-09,3.14720672264636e-09,79,79,79,79,79,79,79,79,79,79,79,79,79,79
15,105,4.869350411809e-07,7.55859571783181e-07,9.68096838607499e-07,1.06302339897843e-06,1.13425518901179e-06,1.54142762186246e-06,1.79429023745987e-06,1.88689213755621e-06,2.11454239727999e-06,1.96461951020321e-06,1.97926856638814e-06,1.87673212411245e-06,1.78277564527236e-06,2.81222234144151e-07,3.65158066544229e-09,4.38140073862636e-09,4.69273395324356e-09,4.50201241308138e-09,5.26693814971544e-09,4.18706701304135e-09,4.95741678865998e-09,4.64272698930032e-09,5.04305716657445e-09,6.25035073030689e-09,4.57718580170934e-09,7.19904880052905e-09,5.64840523076111e-09,3.62832661203132e-09,105,105,105,105,105,105,105,105,105,105,105,105,105,105
16,40,2.16037722161717e-07,3.5730324760996e-07,4.77720275535389e-07,5.27881491201442e-07,5.66697592152595e-07,7.93173527740242e-07,9.32595473552841e-07,9.70306947266565e-07,1.08573636535349e-06,9.95326299705947e-07,9.96661770374389e-07,9.38808050198021e-07,8.85698961060424e-07,1.10079113097022e-07,2.2538045173382e-09,2.70425924598572e-09,2.89641827786533e-09,2.77870238763752e-09,3.25082480217694e-09,2.5843138665122e-09,3.0597840705942e-09,2.86555330963383e-09,3.1126424594111e-09,3.85780022449744e-09,2.8251004104107e-09,4.44334938584885e-09,3.48627139619937e-09,2.23945180397216e-09,40,40,40,40,40,40,40,40,40,40,40,40,40,40
17,30,2.1329442940816e-07,3.60383066087642e-07,4.9299435078679e-07,5.4127846270082e-07,5.94945283226546e-07,8.05711240780189e-07,9.371947765447e-07,9.66074500084636e-07,1.07082201243609e-06,9.69040792007286e-07,9.81538724919986e-07,9.28477971571677e-07,8.82859652054918e-07,9.860523756302e-08,1.95185196717901e-09,2.34195720544259e-09,2.50837180861695e-09,2.40642685725056e-09,2.81529686193775e-09,2.23808145975195e-09,2.64985073522954e-09,2.48164196204147e-09,2.69562744274808e-09,3.3409529971401e-09,2.44660872365751e-09,3.84805344603509e-09,3.0191995935957e-09,1.93942215279078e-09,30,30,30,30,30,30,30,30,30,30,30,30,30,30
18,22,2.3565944521807e-07,4.08165978179217e-07,5.49409621945769e-07,6.13614265309414e-07,6.47874309410832e-07,8.66628179536805e-07,9.81445450759838e-07,1.02300711152819e-06,1.1394813823494e-06,1.04562945845157e-06,1.03884796141862e-06,9.87861313829828e-07,9.28019514099585e-07,9.6904680207316e-08,1.67146616516929e-09,2.00553233287938e-09,2.14804128503011e-09,2.06074084432864e-09,2.41087619797177e-09,1.91657845870081e-09,2.26919659951802e-09,2.12515121195984e-09,2.30839742983543e-09,2.86102121884352e-09,2.09515053895812e-09,3.29527609929697e-09,2.58548806540986e-09,1.6608219080542e-09,22,22,22,22,22,22,22,22,22,22,22,22,22,22
19,10,1.7633240521968e-07,3.02645196330547e-07,4.01876041309965e-07,4.50977772506281e-07,4.69807778016348e-07,5.94182496104343e-07,6.44963984517603e-07,6.7225366117499e-07,7.27627229706765e-07,6.66561717994595e-07,6.49430956854e-07,6.01026134505069e-07,5.5996155262832e-07,6.57528537564833e-08,1.1269022586691e-09,1.35212962299286e-09,1.44820913893267e-09,1.38935119381876e-09,1.62541240108847e-09,1.2921569332561e-09,1.5298920352971e-09,1.43277665481691e-09,1.55632122970555e-09,1.92890011224872e-09,1.41255020520535e-09,2.22167469292442e-09,1.74313569809968e-09,1.11972590198608e-09,10,10,10,10,10,10,10,10,10,10,10,10,10,10
20,6,1.75448066878016e-07,2.93765133592904e-07,3.78791571237666e-07,4.28205171799137e-07,4.30817091447817e-07,4.67456998794252e-07,4.93539161653687e-07,5.13894195530249e-07,5.33629875157716e-07,4.84629993413831e-07,4.69068646409915e-07,4.31683673838672e-07,3.99248867015501e-07,6.18697127657391e-08,8.7289473612579e-10,1.04735510235301e-09,1.12177797538232e-09,1.07618680713869e-09,1.25903903202693e-09,1.00090045663747e-09,1.18504927484021e-09,1.10982402458814e-09,1.20552124079973e-09,1.49411960224738e-09,1.09415668408844e-09,1.72090181727735e-09,1.35022710578394e-09,8.67335954141833e-10,6,6,6,6,6,6,6,6,6,6,6,6,6,6
