"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F444W","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F444W_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F444W_n_eff"
11,34,6.93395191743375e-07,8.20279694513645e-07,8.31795105941788e-07,9.12660804403223e-07,8.67039589301501e-07,7.47328583017293e-07,5.00819211014874e-07,5.06012533910869e-07,4.49080976256242e-07,4.83757356414556e-07,5.83221443306166e-07,1.18916294328607e-07,1.40676807030219e-07,1.4265168379748e-07,1.56520036670177e-07,1.48696062827749e-07,1.28165794624022e-07,8.58897861012385e-08,8.67804336300898e-08,7.70167520423621e-08,8.29637021773766e-08,1.00021652351779e-07,34,34,34,34,34,34,34,34,34,34,34
12,40,8.15439580387709e-07,9.44242399330102e-07,1.03517493784737e-06,1.05146458745141e-06,1.07482381461799e-06,9.32207456822029e-07,6.81753786801568e-07,6.3212525844742e-07,5.58253746032417e-07,5.99039419889564e-07,6.94024039508538e-07,1.28932318413856e-07,1.49297832259269e-07,1.63675529016046e-07,1.66251148767788e-07,1.69944566879171e-07,1.47394940767534e-07,1.0779473848689e-07,9.9947779160822e-08,8.82676674891813e-08,9.47164487538496e-08,1.09734835787883e-07,40,40,40,40,40,40,40,40,40,40,40
13,57,1.53832129242003e-06,1.8005436867663e-06,1.89389662567005e-06,2.02873283628147e-06,1.98193635884008e-06,1.712514426774e-06,1.21036657932415e-06,1.16564219358467e-06,1.02755011203926e-06,1.10008670810928e-06,1.28787731261894e-06,2.03755632737245e-07,2.38487837343116e-07,2.50852736163628e-07,2.68712228549515e-07,2.62513883692736e-07,2.26828077020286e-07,1.60316969822497e-07,1.54393080216317e-07,1.36102337190182e-07,1.4571004404679e-07,1.70583517249376e-07,57,57,57,57,57,57,57,57,57,57,57
14,17,5.22586922069668e-07,6.15451066516122e-07,7.09490001236154e-07,6.98842641146439e-07,7.21088173425203e-07,6.35148653996501e-07,4.5699848891961e-07,4.23355314743192e-07,3.72345713384732e-07,4.0740432858857e-07,4.52721824970449e-07,1.2674594577998e-07,1.49268809096765e-07,1.72076600906839e-07,1.69494236772493e-07,1.74889570847989e-07,1.54046175788027e-07,1.10838414150777e-07,1.02678745873693e-07,9.03071003253654e-08,9.88100634767364e-08,1.09801170786797e-07,17,17,17,17,17,17,17,17,17,17,17
15,36,1.38980038226663e-06,1.63548515501172e-06,1.71471533717507e-06,1.84046794775227e-06,1.78971607865447e-06,1.55782847405582e-06,1.04368358137564e-06,1.01183565142014e-06,9.13539981852773e-07,9.90324521070493e-07,1.19827499748212e-06,2.31633397044438e-07,2.7258085916862e-07,2.85785889529179e-07,3.06744657958712e-07,2.98286013109079e-07,2.59638079009303e-07,1.73947263562607e-07,1.6863927523669e-07,1.52256663642129e-07,1.65054086845082e-07,1.99712499580354e-07,36,36,36,36,36,36,36,36,36,36,36
16,7,3.36396790735881e-07,4.02891322366641e-07,4.54612598427987e-07,4.56174014801497e-07,4.72988886832296e-07,3.97915740004199e-07,2.69986472122424e-07,2.50935573570887e-07,2.20189380638746e-07,2.41556723110432e-07,2.94079595203184e-07,1.27146035732483e-07,1.52278606338298e-07,1.7182741118819e-07,1.72417571104951e-07,1.7877299535079e-07,1.50398012972764e-07,1.02045294655373e-07,9.48447318239886e-08,8.32237632153516e-08,9.12998595522702e-08,1.11151639223738e-07,7,7,7,7,7,7,7,7,7,7,7
17,22,1.0915282672809e-06,1.29849009634258e-06,1.37600295307731e-06,1.46811630131933e-06,1.42794445755809e-06,1.22744904997882e-06,8.33238413332109e-07,8.07016403666128e-07,7.18267333504605e-07,7.56675605786772e-07,9.36042153258881e-07,2.32714608506685e-07,2.76839018720904e-07,2.93364815303518e-07,3.1300344713463e-07,3.04438781267409e-07,2.61693016745499e-07,1.77647026617418e-07,1.72056475372347e-07,1.53135110038016e-07,1.61323781202555e-07,1.99564857613841e-07,22,22,22,22,22,22,22,22,22,22,22
18,11,8.18978697063604e-07,9.48118671195643e-07,9.99737446313705e-07,1.03424631120811e-06,1.01147701146656e-06,7.95804524407614e-07,5.2183859347802e-07,5.0151706217789e-07,4.37352175709216e-07,4.6433357714712e-07,7.32563505183677e-07,2.46931368132192e-07,2.85868535371481e-07,3.01432181662785e-07,3.1183699591695e-07,3.04971793736782e-07,2.39944092175207e-07,1.57340255972127e-07,1.51213083745946e-07,1.31866642552096e-07,1.40001841178231e-07,2.2087620743653e-07,11,11,11,11,11,11,11,11,11,11,11
19,54,8.43685838573558e-07,9.30062022794498e-07,9.5243045417786e-07,9.95030939571281e-07,9.62986225182954e-07,8.01948453181678e-07,5.71309756038002e-07,5.34156828520588e-07,4.64534068104471e-07,4.6361467063187e-07,7.26471033531492e-07,1.14811100428742e-07,1.26565410277072e-07,1.29609368234611e-07,1.35406560012876e-07,1.3104582672373e-07,1.09131361683853e-07,7.77454104092804e-08,7.26895373610429e-08,6.3215079721958e-08,6.30899655731426e-08,9.88601858369157e-08,54,54,54,54,54,54,54,54,54,54,54
20,33,7.9584340541898e-07,8.82624585917177e-07,9.03924438956397e-07,9.43598877176401e-07,9.26779647446905e-07,7.44560002075206e-07,5.16506991376744e-07,4.85985667697942e-07,4.18563122742219e-07,4.27620184414681e-07,6.75603429965901e-07,1.38538554523136e-07,1.53645219005331e-07,1.57353047494599e-07,1.64259480701296e-07,1.61331628615005e-07,1.29611259879621e-07,8.99123263435935e-08,8.45992458609225e-08,7.28624872764626e-08,7.44391193422509e-08,1.17607461444093e-07,33,33,33,33,33,33,33,33,33,33,33
