"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
11,52,7.91078229522612e-07,1.13016969916141e-06,1.4994042494716e-06,1.53661653127771e-06,1.71350629059142e-06,1.92726633305025e-06,2.26619600528445e-06,2.150246269627e-06,1.9418627881673e-06,1.77894067760102e-06,1.72893778084046e-06,1.57347676512093e-06,1.40060893295427e-06,5.15127637011282e-07,1.09702812286425e-07,1.5672633847316e-07,2.0792995785071e-07,2.13090372855669e-07,2.37620568906057e-07,2.67263753280313e-07,3.14264842204028e-07,2.98185506923665e-07,2.69287917409718e-07,2.46694685734582e-07,2.39760531573353e-07,2.18201967592104e-07,1.94229512486136e-07,7.14353503327992e-08,52,52,52,52,52,52,52,52,52,52,52,52,52,52
12,11,1.74401934427789e-07,2.76230638590839e-07,4.3945416862414e-07,4.36987501927454e-07,5.26579023534864e-07,5.91038126896014e-07,7.59057488367466e-07,6.86591896928124e-07,6.24129395410649e-07,5.57359995773879e-07,5.6602437965787e-07,4.89241702502269e-07,4.55526223135556e-07,1.05922127059583e-07,5.25841617462858e-08,8.32866712550983e-08,1.32500417262168e-07,1.31756689269825e-07,1.58769549412443e-07,1.7820470033714e-07,2.28864443929495e-07,2.07015246018996e-07,1.88182093200771e-07,1.68050361739639e-07,1.70662771774439e-07,1.47511923544973e-07,1.37346324028032e-07,3.19367229502717e-08,11,11,11,11,11,11,11,11,11,11,11,11,11,11
13,12,2.98393948084946e-07,4.92777003067451e-07,7.67761986851198e-07,8.01341668362429e-07,9.26784379476246e-07,1.03537377353813e-06,1.30312621108215e-06,1.208746557176e-06,1.08310383792086e-06,9.40343546823252e-07,9.54451694437606e-07,8.16786899524485e-07,7.47203226038459e-07,1.72374582151457e-07,8.61389131256993e-08,1.42252467685725e-07,2.2163379489105e-07,2.31327413970956e-07,2.67539605485675e-07,2.98886663432058e-07,3.76180134378167e-07,3.48935075083798e-07,3.12665146191961e-07,2.71453799944566e-07,2.75526471356023e-07,2.35786068155511e-07,2.1569899184633e-07,4.97602557032963e-08,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,11,4.53575931762352e-07,7.72861580781475e-07,1.20918382390653e-06,1.27969768390597e-06,1.46917145591653e-06,1.60718620278287e-06,1.94496617287923e-06,1.81104137399559e-06,1.59366703015571e-06,1.45456406573285e-06,1.36685241684332e-06,1.19464467988711e-06,1.04422307003556e-06,2.49874416271098e-07,1.36758289053779e-07,2.33026534393918e-07,3.64582640587739e-07,3.85843369327538e-07,4.42971861088664e-07,4.84584872987892e-07,5.86429365943083e-07,5.46049519759371e-07,4.80508689071501e-07,4.3856756723361e-07,4.12121510041796e-07,3.60198923725434e-07,3.14845101885542e-07,7.53399712254826e-08,11,11,11,11,11,11,11,11,11,11,11,11,11,11
15,7,1.70765344515474e-07,2.80238574761652e-07,4.03461729887265e-07,4.41461073170447e-07,4.85360745197368e-07,6.8786671641513e-07,7.83299741765839e-07,8.21283254616582e-07,7.51730394361525e-07,7.35406570439335e-07,6.61979861268124e-07,5.85735950469756e-07,5.22684574116555e-07,8.95435535949291e-08,6.45432334480303e-08,1.05920225226645e-07,1.52494200116231e-07,1.66856601874956e-07,1.83449118277889e-07,2.59989180970432e-07,2.96059474104789e-07,3.10415892522459e-07,2.84127382349873e-07,2.77957556843627e-07,2.50204869406928e-07,2.2138737984186e-07,1.97556199606016e-07,3.38442820458809e-08,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16,15,1.98492808777289e-07,3.19835735544943e-07,4.49844018786243e-07,5.06637439697622e-07,5.48139686540132e-07,8.04860584696278e-07,9.03599240748753e-07,9.75309481577041e-07,9.3509857171736e-07,9.60941479165589e-07,8.41358623453804e-07,7.75066556897705e-07,7.01368713343882e-07,1.0584541148953e-07,5.12506228490916e-08,8.2581231819171e-08,1.16149226210009e-07,1.3081322443427e-07,1.41529058491019e-07,2.0781410936983e-07,2.33308320737706e-07,2.51823825303071e-07,2.41441413021578e-07,2.4811402303255e-07,2.17237862454972e-07,2.00121324471142e-07,1.81092623088785e-07,2.7329167731428e-08,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,926,5.43977058467714e-06,6.10058140647211e-06,7.64416449274833e-06,7.29800985996817e-06,7.91695649149736e-06,8.39179691440164e-06,8.18950792794496e-06,7.60853552941306e-06,6.18271466974147e-06,5.24216005088402e-06,5.49919275107815e-06,5.13286192613373e-06,4.94078086379369e-06,4.12652587859815e-06,1.78761953077725e-07,2.00477544071895e-07,2.51202831645186e-07,2.39827484604451e-07,2.60167332945611e-07,2.75771557439513e-07,2.69123928878306e-07,2.5003199126271e-07,2.03176610572242e-07,1.72268068010385e-07,1.80714686627164e-07,1.68676308772756e-07,1.62364133411929e-07,1.35606054336529e-07,926,926,926,926,926,926,926,926,926,926,926,926,926,926
18,78,1.00786765501756e-06,1.25433761135662e-06,1.62924656720705e-06,1.61230779530615e-06,1.74679520280483e-06,1.97497016790867e-06,1.931011451523e-06,1.80092770580549e-06,1.46623952273205e-06,1.22836629154083e-06,1.29244312765733e-06,1.19928316594734e-06,1.15551365973006e-06,6.75032110217187e-07,1.14118539923355e-07,1.4202576704029e-07,1.84475847100746e-07,1.82557908859746e-07,1.97785609148986e-07,2.23621336424368e-07,2.18643991922971e-07,2.03914908143827e-07,1.66018933814464e-07,1.39085094142905e-07,1.46340367138441e-07,1.35792078623839e-07,1.30836157955272e-07,7.64323355709084e-08,78,78,78,78,78,78,78,78,78,78,78,78,78,78
19,21,6.01515886464172e-07,7.40708881599189e-07,9.97682527856621e-07,9.95039072584235e-07,1.07370692309011e-06,1.10804509872191e-06,1.11778498643616e-06,1.01057483190785e-06,7.95831737480171e-07,6.51957428417713e-07,6.88369395702629e-07,6.47523047890068e-07,5.97250666588246e-07,3.74482904368738e-07,1.31261527687644e-07,1.61635929421637e-07,2.17712176354184e-07,2.1713532712171e-07,2.34302059488503e-07,2.41795263729428e-07,2.43920681477567e-07,2.20525507744524e-07,1.73664722735767e-07,1.42268774552996e-07,1.50214517233253e-07,1.4130111338975e-07,1.30330780404927e-07,8.17188693207928e-08,21,21,21,21,21,21,21,21,21,21,21,21,21,21
20,60,5.46113625181732e-08,1.37151231857055e-07,2.22821717413642e-07,2.32642451970114e-07,2.65358340187301e-07,3.91448496874256e-07,5.33330870265913e-07,5.74898922433597e-07,6.69925611007951e-07,6.49952746029152e-07,7.19968858943594e-07,7.82293863283295e-07,7.55102215399408e-07,2.2251350494975e-08,7.05029658488602e-09,1.77061478964735e-08,2.8766160023879e-08,3.00340114033704e-08,3.42576144107553e-08,5.05357836430639e-08,6.8852719285273e-08,7.4219131744597e-08,8.64870244877207e-08,8.39085387064228e-08,9.29475800158832e-08,1.00993703477882e-07,9.74832768308745e-08,2.87263699658875e-09,60,60,60,60,60,60,60,60,60,60,60,60,60,60
